edad	trabajo	estciv	educacion	mora	balance	vivienda	prestamo	contacto	dia	mes	duracion	campana	pdias	previo	presultado	y
57	admin.	divorced	desconocido	no	887	no	no	desconocido	20	jun	43	8	-1	0	desconocido	no
56	desconocido	married	desconocido	no	0	no	no	desconocido	20	jun	471	2	-1	0	desconocido	no
53	admin.	single	secundaria	no	1178	si	no	desconocido	15	may	295	2	-1	0	desconocido	no
39	management	married	terciario	no	2763	si	no	desconocido	2	jun	526	2	-1	0	desconocido	si
32	entrepreneur	single	terciario	no	890	si	si	celular	28	aug	27	10	-1	0	desconocido	no
46	self-employed	married	secundaria	no	548	no	no	celular	12	aug	1181	4	-1	0	desconocido	si
56	technician	married	terciario	no	272	no	no	celular	26	aug	103	2	-1	0	desconocido	no
46	management	divorced	terciario	no	6269	si	no	teléfono	18	nov	249	3	112	2	fracaso	no
29	entrepreneur	married	secundaria	no	178	si	no	celular	5	may	231	4	-1	0	desconocido	no
60	management	married	primaria	no	252	si	si	celular	13	apr	123	2	147	3	fracaso	no
33	housemaid	single	terciario	no	23663	si	no	celular	16	apr	199	2	146	2	fracaso	no
27	entrepreneur	single	terciario	no	81	no	no	celular	5	feb	197	1	199	3	fracaso	no
50	self-employed	divorced	terciario	no	59	si	no	desconocido	28	may	67	2	-1	0	desconocido	no
45	services	married	secundaria	no	1343	no	si	celular	8	jul	220	1	-1	0	desconocido	no
58	retired	married	secundaria	no	225	no	no	celular	7	aug	122	6	-1	0	desconocido	no
59	retired	married	primaria	no	0	si	no	desconocido	26	may	104	7	-1	0	desconocido	no
58	retired	divorced	primaria	no	2538	si	no	celular	31	jul	307	6	-1	0	desconocido	no
64	retired	married	primaria	no	43	no	no	celular	11	mar	117	1	91	1	éxito	no
47	technician	married	secundaria	no	57	no	no	celular	5	may	253	1	342	1	éxito	no
40	management	married	terciario	no	-117	si	no	celular	17	jul	770	2	-1	0	desconocido	no
36	technician	divorced	secundaria	no	666	si	si	celular	3	apr	190	1	133	1	otro	no
28	management	single	terciario	no	0	si	no	celular	16	jul	767	5	-1	0	desconocido	si
38	technician	single	terciario	no	25	si	no	celular	1	jun	232	2	-1	0	desconocido	si
53	entrepreneur	married	primaria	no	1034	si	no	celular	19	nov	854	2	170	3	otro	no
46	blue-collar	single	secundaria	no	324	si	no	desconocido	30	may	293	6	-1	0	desconocido	no
54	technician	married	secundaria	no	0	no	no	teléfono	16	nov	986	1	94	8	fracaso	no
32	management	married	terciario	no	0	no	no	celular	19	nov	66	1	-1	0	desconocido	no
55	management	married	primaria	no	621	no	si	celular	2	feb	114	1	208	1	fracaso	no
55	retired	divorced	secundaria	no	138	no	no	celular	17	jul	205	1	-1	0	desconocido	no
56	technician	married	secundaria	no	4063	no	si	teléfono	28	jul	31	4	-1	0	desconocido	no
40	blue-collar	married	secundaria	no	11084	no	no	desconocido	11	jun	113	1	-1	0	desconocido	no
44	technician	married	secundaria	no	310	si	no	celular	6	feb	200	1	253	1	fracaso	no
32	entrepreneur	married	desconocido	no	73	si	no	celular	21	nov	158	1	135	1	fracaso	no
33	management	married	terciario	no	1808	si	no	desconocido	4	jun	99	4	-1	0	desconocido	no
41	unemployed	divorced	secundaria	no	1281	no	no	celular	31	jul	45	3	-1	0	desconocido	no
37	technician	married	secundaria	no	64	si	no	celular	12	may	239	4	278	2	otro	no
58	management	single	terciario	no	2	si	no	teléfono	11	may	168	3	-1	0	desconocido	no
52	blue-collar	married	secundaria	no	60	no	si	celular	26	aug	196	2	-1	0	desconocido	no
49	services	single	secundaria	no	133	no	no	desconocido	11	jun	319	6	-1	0	desconocido	no
44	housemaid	married	primaria	no	3706	no	no	desconocido	17	jun	209	3	-1	0	desconocido	no
28	admin.	single	desconocido	no	174	no	no	celular	28	sep	184	1	-1	0	desconocido	no
31	technician	married	secundaria	no	251	no	si	celular	29	aug	156	2	-1	0	desconocido	no
37	self-employed	married	secundaria	no	4153	si	no	celular	31	jul	35	16	-1	0	desconocido	no
30	technician	single	terciario	no	985	si	no	celular	19	feb	88	2	-1	0	desconocido	no
28	services	single	secundaria	no	168	no	no	celular	1	jun	347	3	140	2	éxito	si
46	services	married	secundaria	no	1550	si	no	celular	16	apr	126	2	149	8	fracaso	no
47	management	married	terciario	no	7708	si	no	celular	21	nov	157	5	-1	0	desconocido	no
35	blue-collar	married	primaria	no	-12	si	no	desconocido	12	may	212	5	-1	0	desconocido	no
80	management	married	primaria	no	6483	no	no	teléfono	19	oct	123	1	-1	0	desconocido	no
30	technician	single	terciario	no	60	si	si	desconocido	7	may	306	5	-1	0	desconocido	no
55	technician	single	secundaria	no	3339	si	no	desconocido	2	jun	63	1	-1	0	desconocido	no
22	student	single	terciario	no	1161	no	si	celular	16	jun	119	1	-1	0	desconocido	no
33	blue-collar	single	primaria	no	599	si	no	desconocido	21	may	29	1	-1	0	desconocido	no
53	entrepreneur	married	desconocido	no	28	no	no	celular	31	jul	117	2	-1	0	desconocido	no
49	management	married	terciario	no	1430	no	no	celular	18	nov	231	2	-1	0	desconocido	no
51	retired	married	secundaria	no	35	no	si	celular	8	jul	123	4	-1	0	desconocido	no
41	self-employed	married	terciario	no	6000	si	no	celular	18	nov	265	1	-1	0	desconocido	no
34	technician	married	secundaria	no	0	si	no	celular	15	jul	144	1	-1	0	desconocido	no
36	blue-collar	single	secundaria	no	340	no	si	desconocido	16	jun	559	3	-1	0	desconocido	no
35	entrepreneur	married	terciario	no	0	no	no	celular	5	may	74	1	168	4	fracaso	no
29	services	married	secundaria	no	3	si	no	celular	10	jul	183	1	-1	0	desconocido	no
40	technician	single	terciario	no	445	si	no	celular	24	jul	631	1	-1	0	desconocido	no
32	management	divorced	terciario	no	874	no	no	celular	12	aug	1282	6	-1	0	desconocido	si
48	blue-collar	married	secundaria	no	705	no	no	desconocido	13	may	108	2	-1	0	desconocido	no
59	retired	married	desconocido	no	1033	no	no	desconocido	11	jun	1199	1	-1	0	desconocido	si
35	self-employed	divorced	terciario	no	1354	si	no	desconocido	23	may	736	2	-1	0	desconocido	si
33	technician	single	terciario	no	123	no	no	celular	19	aug	264	1	-1	0	desconocido	no
55	retired	married	primaria	no	8894	no	no	desconocido	11	jun	262	1	-1	0	desconocido	no
41	blue-collar	married	secundaria	no	429	si	no	desconocido	13	may	244	1	-1	0	desconocido	no
42	housemaid	married	primaria	no	14752	no	no	desconocido	19	may	107	2	-1	0	desconocido	no
46	blue-collar	married	primaria	no	67	no	no	desconocido	24	jun	9	1	-1	0	desconocido	no
35	housemaid	divorced	secundaria	no	39	no	no	celular	31	jul	149	2	-1	0	desconocido	no
28	technician	single	terciario	no	102	no	no	celular	28	jan	321	2	-1	0	desconocido	no
25	student	single	secundaria	no	1790	no	no	celular	17	apr	224	1	322	3	fracaso	no
56	management	single	terciario	no	15311	no	no	celular	29	apr	157	6	-1	0	desconocido	no
30	admin.	single	secundaria	no	-635	no	no	celular	25	jul	250	1	-1	0	desconocido	no
45	blue-collar	married	secundaria	no	115	no	no	celular	11	aug	209	4	-1	0	desconocido	no
40	management	married	terciario	no	10786	no	no	desconocido	20	jun	111	3	-1	0	desconocido	no
40	blue-collar	married	secundaria	no	498	si	no	celular	8	may	55	2	298	4	fracaso	no
39	blue-collar	married	secundaria	no	1045	si	si	celular	9	jul	290	13	-1	0	desconocido	no
48	entrepreneur	married	terciario	no	810	no	no	desconocido	6	jun	383	1	-1	0	desconocido	no
31	technician	single	terciario	no	-162	si	no	celular	18	may	380	1	-1	0	desconocido	no
32	management	married	terciario	no	55	no	no	celular	2	feb	124	3	-1	0	desconocido	no
34	services	married	secundaria	no	586	si	si	desconocido	8	may	224	2	-1	0	desconocido	no
26	technician	single	secundaria	no	455	no	no	celular	29	jan	240	1	182	8	otro	no
31	management	married	terciario	no	1010	si	no	celular	15	may	385	3	364	9	otro	no
37	management	single	terciario	no	509	si	no	celular	6	may	133	1	-1	0	desconocido	no
29	student	single	desconocido	no	2929	no	no	celular	11	aug	91	1	-1	0	desconocido	no
57	technician	married	secundaria	no	3071	si	si	celular	7	may	63	3	-1	0	desconocido	no
47	management	single	terciario	no	153	si	no	celular	18	nov	192	2	-1	0	desconocido	no
38	self-employed	single	secundaria	no	1146	si	no	desconocido	21	may	91	2	-1	0	desconocido	no
48	blue-collar	married	primaria	no	1092	no	si	celular	18	nov	79	1	172	8	fracaso	no
50	management	married	terciario	no	3463	no	si	celular	28	oct	96	1	-1	0	desconocido	si
33	admin.	married	secundaria	no	1158	si	no	celular	20	apr	25	2	-1	0	desconocido	no
28	admin.	single	secundaria	no	26	si	no	celular	7	may	227	2	-1	0	desconocido	no
30	services	single	secundaria	no	566	no	no	celular	5	feb	110	1	-1	0	desconocido	no
52	technician	divorced	secundaria	no	204	no	no	celular	7	aug	134	2	-1	0	desconocido	no
36	technician	married	secundaria	no	480	no	no	celular	20	oct	213	1	-1	0	desconocido	si
36	technician	single	secundaria	no	1855	si	no	celular	4	feb	75	1	273	1	fracaso	no
46	services	married	secundaria	no	1034	no	no	celular	8	aug	109	2	-1	0	desconocido	no
57	management	married	terciario	no	3250	no	no	celular	20	aug	162	3	-1	0	desconocido	no
28	management	single	secundaria	no	1633	no	no	celular	5	jun	275	1	-1	0	desconocido	si
46	services	married	secundaria	no	0	si	no	celular	22	jun	154	1	124	1	otro	no
55	retired	married	primaria	no	3334	no	no	celular	14	aug	632	4	-1	0	desconocido	si
33	management	married	terciario	no	4020	si	si	celular	15	apr	251	1	-1	0	desconocido	no
53	management	married	secundaria	no	66	no	si	teléfono	8	jul	141	1	-1	0	desconocido	no
41	technician	single	secundaria	no	-41	si	si	celular	3	apr	154	1	-1	0	desconocido	no
60	blue-collar	married	secundaria	no	322	si	no	celular	7	may	63	1	-1	0	desconocido	no
35	entrepreneur	married	primaria	no	2643	no	si	celular	8	jul	259	1	-1	0	desconocido	no
43	blue-collar	divorced	primaria	no	49	si	no	desconocido	9	may	100	1	-1	0	desconocido	no
57	admin.	divorced	primaria	no	1	no	no	desconocido	15	may	17	10	-1	0	desconocido	no
46	admin.	married	secundaria	no	3098	si	no	teléfono	21	nov	192	9	-1	0	desconocido	no
31	blue-collar	married	primaria	no	352	si	no	desconocido	19	may	97	9	-1	0	desconocido	no
53	technician	married	secundaria	no	65	no	no	celular	25	aug	41	2	-1	0	desconocido	no
35	blue-collar	married	secundaria	no	1949	si	no	desconocido	2	jun	200	3	-1	0	desconocido	no
32	admin.	single	secundaria	no	739	si	no	celular	20	nov	91	3	-1	0	desconocido	no
48	management	married	terciario	no	1167	si	si	celular	1	jun	264	1	-1	0	desconocido	si
50	admin.	married	secundaria	no	231	si	no	celular	21	nov	397	2	-1	0	desconocido	no
40	blue-collar	married	primaria	no	1136	si	no	desconocido	21	may	86	1	-1	0	desconocido	no
42	entrepreneur	married	terciario	no	233	no	no	celular	5	feb	446	1	-1	0	desconocido	no
59	admin.	married	secundaria	no	817	no	no	celular	9	apr	304	1	-1	0	desconocido	no
27	blue-collar	single	primaria	no	1128	si	no	desconocido	30	jun	88	4	-1	0	desconocido	no
32	management	single	terciario	no	1831	si	no	celular	20	apr	86	2	-1	0	desconocido	no
35	technician	single	secundaria	no	450	si	no	celular	13	may	63	1	-1	0	desconocido	no
28	services	married	secundaria	no	0	si	no	celular	5	may	335	2	281	8	fracaso	no
37	management	divorced	secundaria	no	414	no	no	celular	29	jan	293	2	162	4	fracaso	no
57	management	married	primaria	no	1052	si	no	desconocido	13	may	227	4	-1	0	desconocido	no
42	admin.	single	secundaria	no	1022	si	no	desconocido	5	may	146	2	-1	0	desconocido	no
55	admin.	married	primaria	no	343	si	no	celular	14	jul	276	3	-1	0	desconocido	no
52	management	married	terciario	no	1944	si	no	celular	15	apr	238	3	323	2	fracaso	no
26	blue-collar	single	secundaria	no	-32	si	si	celular	31	jul	14	6	-1	0	desconocido	no
52	technician	married	secundaria	no	1781	si	no	desconocido	19	may	144	2	-1	0	desconocido	no
26	management	single	terciario	no	350	no	no	celular	8	jul	367	1	-1	0	desconocido	no
33	unemployed	married	secundaria	no	2	si	no	celular	16	jul	132	1	-1	0	desconocido	no
24	blue-collar	single	primaria	no	111	si	si	desconocido	27	may	42	4	-1	0	desconocido	no
37	management	divorced	terciario	no	168	si	no	desconocido	5	jun	227	1	-1	0	desconocido	no
28	technician	single	secundaria	no	3	no	no	teléfono	18	may	40	8	349	6	fracaso	no
30	technician	single	secundaria	no	102	si	no	desconocido	7	may	614	2	-1	0	desconocido	no
33	blue-collar	married	primaria	no	0	si	no	desconocido	15	may	270	1	-1	0	desconocido	no
55	desconocido	married	primaria	no	159	no	no	desconocido	4	sep	15	1	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	1134	si	no	desconocido	23	may	304	2	-1	0	desconocido	no
42	blue-collar	married	secundaria	no	352	si	no	celular	11	may	79	3	-1	0	desconocido	no
37	management	married	terciario	no	865	si	no	celular	3	jun	101	1	-1	0	desconocido	no
59	blue-collar	married	primaria	no	179	si	no	desconocido	5	may	55	3	-1	0	desconocido	no
27	blue-collar	single	secundaria	no	5	si	no	desconocido	19	may	205	3	-1	0	desconocido	no
23	student	married	terciario	si	-230	si	no	celular	18	may	259	2	-1	0	desconocido	no
51	management	divorced	terciario	no	0	no	no	celular	13	aug	60	2	-1	0	desconocido	no
50	blue-collar	married	primaria	no	3924	si	no	celular	20	apr	122	2	-1	0	desconocido	no
43	technician	married	secundaria	no	764	si	no	celular	14	jul	557	5	-1	0	desconocido	no
37	blue-collar	divorced	primaria	no	511	si	no	teléfono	11	may	42	1	-1	0	desconocido	no
34	management	single	terciario	no	4348	si	no	celular	28	aug	373	8	-1	0	desconocido	no
41	management	married	terciario	no	3016	si	no	celular	14	jul	80	3	-1	0	desconocido	no
26	student	single	secundaria	no	279	no	no	celular	7	may	239	3	-1	0	desconocido	no
49	management	divorced	terciario	no	1405	no	no	desconocido	8	jun	29	1	-1	0	desconocido	no
29	blue-collar	single	secundaria	no	908	si	no	desconocido	20	jun	1663	1	-1	0	desconocido	si
30	management	single	terciario	no	162	si	no	desconocido	20	may	186	4	-1	0	desconocido	no
38	services	divorced	secundaria	no	792	no	no	desconocido	6	jun	430	1	-1	0	desconocido	no
58	management	married	secundaria	no	111	no	no	teléfono	24	mar	58	2	-1	0	desconocido	no
34	student	single	desconocido	no	1281	no	no	celular	25	aug	279	1	117	1	fracaso	no
53	services	divorced	desconocido	no	1012	si	no	celular	28	jul	332	2	-1	0	desconocido	no
50	management	married	terciario	no	2881	no	no	celular	5	aug	510	2	2	5	otro	no
30	blue-collar	single	secundaria	no	445	si	no	celular	16	apr	218	1	330	2	fracaso	no
40	management	married	secundaria	no	643	si	no	celular	17	apr	74	2	256	1	fracaso	no
57	housemaid	single	secundaria	no	254	no	no	celular	8	oct	676	1	-1	0	desconocido	no
40	management	married	terciario	no	-1212	si	no	celular	15	may	1259	2	333	18	fracaso	no
41	technician	married	secundaria	no	2125	si	si	celular	21	nov	285	3	116	4	fracaso	no
53	technician	divorced	desconocido	no	629	si	no	celular	8	may	298	1	-1	0	desconocido	no
48	blue-collar	married	secundaria	no	-202	si	si	celular	30	jul	225	4	-1	0	desconocido	no
32	technician	single	secundaria	no	271	si	no	celular	13	may	80	2	268	2	otro	no
34	management	married	terciario	no	703	si	no	celular	14	apr	342	1	-1	0	desconocido	si
46	blue-collar	married	secundaria	no	-216	si	no	celular	28	jul	404	3	-1	0	desconocido	no
45	services	divorced	secundaria	no	88	no	si	celular	7	jul	332	1	-1	0	desconocido	no
51	admin.	single	terciario	no	16	si	no	celular	30	jan	158	1	-1	0	desconocido	no
31	management	married	secundaria	no	466	si	no	celular	14	may	164	1	-1	0	desconocido	no
47	technician	married	secundaria	no	-75	si	no	celular	4	feb	57	1	247	1	otro	no
32	blue-collar	married	secundaria	no	456	no	no	celular	12	may	121	1	-1	0	desconocido	no
41	technician	married	secundaria	no	77	si	no	celular	7	may	56	1	-1	0	desconocido	no
37	services	single	secundaria	no	-244	no	no	desconocido	3	jul	178	1	-1	0	desconocido	no
27	blue-collar	single	primaria	no	1209	no	no	celular	29	jan	283	1	-1	0	desconocido	no
27	services	married	secundaria	no	58	si	no	celular	7	may	113	1	337	2	otro	no
50	management	married	secundaria	si	421	no	no	celular	20	nov	22	5	-1	0	desconocido	no
31	management	single	terciario	no	112	si	no	celular	2	feb	159	2	271	1	fracaso	no
40	self-employed	married	terciario	no	13669	no	no	celular	15	oct	138	1	136	8	otro	no
43	management	married	terciario	no	1429	si	no	celular	19	nov	1015	1	198	2	otro	si
39	technician	married	terciario	no	794	no	no	teléfono	2	feb	182	1	-1	0	desconocido	no
31	entrepreneur	single	terciario	no	1957	no	no	celular	4	feb	112	3	-1	0	desconocido	no
48	technician	married	secundaria	no	454	si	no	celular	10	jul	114	1	-1	0	desconocido	no
32	blue-collar	single	primaria	no	882	no	si	celular	29	jul	80	8	-1	0	desconocido	no
47	unemployed	married	primaria	no	168	si	no	teléfono	30	jan	66	1	241	1	otro	no
35	management	single	terciario	no	714	si	no	celular	26	aug	135	22	-1	0	desconocido	no
42	management	single	terciario	no	0	no	no	celular	7	sep	99	1	-1	0	desconocido	no
47	blue-collar	married	secundaria	no	1996	no	no	desconocido	5	jun	761	2	-1	0	desconocido	si
59	retired	married	secundaria	no	163	no	no	celular	24	jul	464	1	-1	0	desconocido	no
38	admin.	married	secundaria	no	3190	si	no	desconocido	20	jun	20	2	-1	0	desconocido	no
50	unemployed	married	secundaria	no	1772	no	no	celular	29	jul	206	4	-1	0	desconocido	no
27	services	single	secundaria	no	-151	no	no	celular	8	jul	283	2	-1	0	desconocido	no
55	housemaid	married	primaria	no	16	no	no	desconocido	20	jun	64	1	-1	0	desconocido	no
39	services	single	secundaria	no	7066	si	no	celular	15	may	667	3	357	3	otro	si
31	technician	single	terciario	no	454	no	no	celular	4	feb	73	3	-1	0	desconocido	no
37	entrepreneur	married	terciario	no	4798	si	no	desconocido	20	may	156	2	-1	0	desconocido	no
28	technician	single	secundaria	si	-298	si	no	desconocido	3	jun	559	7	-1	0	desconocido	no
42	technician	married	secundaria	no	439	no	no	celular	20	aug	143	2	-1	0	desconocido	no
40	services	divorced	secundaria	no	1927	si	no	desconocido	15	may	62	1	-1	0	desconocido	no
59	management	single	secundaria	no	671	si	si	celular	29	jan	219	2	259	5	fracaso	no
40	services	single	secundaria	no	65	si	no	celular	15	may	15	3	-1	0	desconocido	no
43	technician	married	secundaria	no	-932	si	no	celular	16	apr	567	1	-1	0	desconocido	no
38	technician	single	secundaria	no	4366	si	no	celular	29	jul	188	2	-1	0	desconocido	no
54	retired	married	primaria	no	0	si	no	celular	11	jul	159	2	-1	0	desconocido	no
41	blue-collar	married	secundaria	no	4900	si	no	teléfono	31	jul	121	2	-1	0	desconocido	no
55	housemaid	divorced	primaria	no	976	no	no	celular	28	jun	345	1	94	3	otro	si
33	management	married	terciario	no	148	no	no	desconocido	20	may	717	1	-1	0	desconocido	no
46	blue-collar	married	secundaria	no	5	no	no	celular	18	aug	71	3	-1	0	desconocido	no
36	management	married	secundaria	no	-148	no	no	celular	18	nov	144	2	-1	0	desconocido	no
48	technician	divorced	terciario	no	113	no	si	celular	22	jul	38	1	-1	0	desconocido	no
42	management	married	secundaria	no	-105	si	no	celular	28	aug	60	2	-1	0	desconocido	no
46	management	divorced	terciario	no	624	no	no	celular	17	sep	336	2	183	2	éxito	si
49	technician	married	secundaria	si	-1680	si	si	desconocido	27	jun	92	4	-1	0	desconocido	no
36	blue-collar	married	secundaria	no	-461	no	no	celular	11	may	254	2	353	1	fracaso	no
34	technician	single	terciario	no	144	si	si	celular	14	oct	104	1	85	19	fracaso	no
51	entrepreneur	divorced	terciario	no	4	si	si	celular	20	apr	74	5	-1	0	desconocido	no
58	blue-collar	married	primaria	no	309	no	no	celular	19	aug	156	2	-1	0	desconocido	no
48	management	married	terciario	no	866	no	no	celular	29	jan	146	2	-1	0	desconocido	no
41	admin.	single	secundaria	no	1020	si	no	desconocido	19	may	882	1	-1	0	desconocido	si
49	self-employed	married	primaria	no	489	si	no	desconocido	27	may	84	4	-1	0	desconocido	no
43	management	married	primaria	no	8167	si	no	desconocido	19	may	114	2	-1	0	desconocido	no
32	blue-collar	single	secundaria	no	-255	no	si	desconocido	2	jul	957	3	-1	0	desconocido	no
54	retired	married	secundaria	no	3671	no	no	desconocido	11	jun	67	3	-1	0	desconocido	no
33	blue-collar	divorced	primaria	no	636	si	no	celular	9	jul	211	11	-1	0	desconocido	no
35	technician	married	secundaria	no	141	si	no	celular	19	aug	299	2	-1	0	desconocido	no
56	technician	married	secundaria	no	150	si	si	celular	11	may	102	6	349	1	fracaso	no
57	technician	married	secundaria	no	839	no	si	desconocido	5	may	225	1	-1	0	desconocido	no
31	housemaid	single	primaria	no	26965	no	no	celular	21	apr	654	2	-1	0	desconocido	si
33	technician	single	secundaria	no	716	si	no	celular	14	may	234	2	-1	0	desconocido	no
29	technician	single	terciario	no	2485	no	no	teléfono	24	jul	48	6	-1	0	desconocido	no
38	management	single	terciario	no	15030	si	no	celular	13	may	167	1	174	7	otro	no
37	admin.	married	secundaria	no	11303	no	no	celular	26	may	500	2	-1	0	desconocido	no
33	entrepreneur	married	terciario	no	595	no	no	celular	7	aug	22	2	-1	0	desconocido	no
30	management	single	terciario	no	19358	no	no	celular	19	nov	258	2	-1	0	desconocido	no
31	self-employed	single	secundaria	no	203	no	si	celular	19	nov	177	1	-1	0	desconocido	no
28	technician	single	terciario	no	183	si	si	desconocido	28	may	62	2	-1	0	desconocido	no
26	admin.	single	secundaria	no	255	no	no	celular	30	apr	457	1	80	1	éxito	si
31	technician	single	secundaria	no	102	si	no	teléfono	17	apr	460	2	345	2	fracaso	no
50	housemaid	divorced	primaria	no	94	si	no	celular	22	jul	184	4	-1	0	desconocido	no
45	entrepreneur	married	primaria	no	58	si	no	teléfono	13	may	119	3	371	3	fracaso	no
48	management	married	primaria	no	606	no	no	celular	5	mar	77	6	-1	0	desconocido	no
41	technician	married	secundaria	no	0	no	si	celular	23	jul	107	1	-1	0	desconocido	no
60	technician	married	primaria	no	65	si	no	desconocido	9	may	1028	2	-1	0	desconocido	si
41	blue-collar	married	secundaria	no	338	si	no	desconocido	14	may	87	1	-1	0	desconocido	no
43	blue-collar	married	primaria	no	757	si	no	desconocido	9	may	315	4	-1	0	desconocido	no
36	management	married	terciario	no	9269	si	si	celular	19	nov	107	2	-1	0	desconocido	no
40	blue-collar	married	primaria	no	1206	no	si	teléfono	16	jul	201	5	-1	0	desconocido	no
28	management	single	terciario	no	882	no	si	celular	29	jan	94	1	205	2	fracaso	no
27	student	single	terciario	no	5291	no	no	celular	12	nov	192	2	92	2	fracaso	si
49	management	single	secundaria	no	61	si	no	celular	29	jan	185	2	246	1	fracaso	no
37	technician	married	terciario	no	0	si	no	celular	17	nov	77	1	-1	0	desconocido	no
31	blue-collar	married	secundaria	no	1407	si	no	celular	6	may	142	3	-1	0	desconocido	no
31	technician	single	secundaria	si	25	no	no	celular	2	feb	381	1	-1	0	desconocido	no
31	blue-collar	married	secundaria	no	1354	si	si	celular	17	nov	222	2	-1	0	desconocido	no
35	blue-collar	married	primaria	no	793	si	no	celular	17	apr	106	1	-1	0	desconocido	no
51	blue-collar	divorced	desconocido	no	10287	si	no	desconocido	29	may	117	1	-1	0	desconocido	no
33	technician	single	secundaria	no	5235	no	no	celular	7	aug	67	3	-1	0	desconocido	no
30	technician	single	terciario	no	3	si	no	celular	6	may	45	2	169	2	fracaso	no
58	technician	single	secundaria	no	409	no	si	celular	14	jul	643	2	-1	0	desconocido	no
34	admin.	married	terciario	no	35	si	no	celular	15	oct	76	1	69	2	fracaso	no
45	management	married	terciario	no	-459	no	no	celular	21	aug	508	6	-1	0	desconocido	no
28	services	single	secundaria	no	198	no	no	celular	5	jul	128	2	-1	0	desconocido	si
31	blue-collar	married	primaria	no	99	si	no	celular	17	apr	193	2	322	1	otro	no
40	management	married	terciario	no	60	no	no	desconocido	16	jun	172	6	-1	0	desconocido	no
30	services	single	secundaria	no	3485	no	no	celular	2	feb	142	2	-1	0	desconocido	no
34	entrepreneur	married	secundaria	no	-139	si	si	desconocido	27	may	492	2	-1	0	desconocido	no
40	blue-collar	married	secundaria	no	952	no	si	desconocido	12	jun	140	1	-1	0	desconocido	no
59	retired	married	primaria	no	1427	no	no	desconocido	18	jun	140	2	-1	0	desconocido	no
43	technician	single	terciario	no	1017	si	no	desconocido	19	may	257	2	-1	0	desconocido	no
41	management	married	terciario	no	-29	no	no	celular	29	jan	41	2	266	2	fracaso	no
33	technician	divorced	secundaria	no	9	no	no	celular	21	aug	91	2	-1	0	desconocido	no
33	management	married	secundaria	no	4040	si	no	celular	20	apr	132	2	-1	0	desconocido	no
36	blue-collar	married	secundaria	no	13	no	no	desconocido	3	jun	284	1	-1	0	desconocido	no
32	self-employed	single	secundaria	no	1259	no	no	celular	25	jul	184	2	-1	0	desconocido	no
25	admin.	married	secundaria	no	18	si	no	celular	18	jul	225	1	-1	0	desconocido	no
25	blue-collar	married	secundaria	no	-76	si	no	desconocido	12	may	241	3	-1	0	desconocido	no
38	technician	single	terciario	no	221	no	no	celular	20	aug	79	3	-1	0	desconocido	no
34	management	married	terciario	no	136	si	no	celular	22	apr	156	1	-1	0	desconocido	no
67	blue-collar	married	secundaria	no	16353	no	no	celular	27	oct	223	2	-1	0	desconocido	no
32	blue-collar	married	secundaria	no	-63	si	no	desconocido	30	may	198	1	-1	0	desconocido	no
45	housemaid	married	primaria	no	7353	no	no	celular	13	aug	536	2	-1	0	desconocido	no
33	blue-collar	married	primaria	no	511	si	no	desconocido	21	may	304	2	-1	0	desconocido	no
38	admin.	married	primaria	no	3913	si	no	celular	20	apr	196	2	315	2	fracaso	no
32	technician	divorced	secundaria	no	1097	si	no	desconocido	12	may	298	2	-1	0	desconocido	no
54	retired	divorced	terciario	no	6102	si	si	desconocido	21	may	86	6	-1	0	desconocido	no
51	admin.	divorced	secundaria	no	340	si	no	desconocido	8	may	186	1	-1	0	desconocido	no
42	blue-collar	married	primaria	no	-119	si	no	celular	22	jul	167	3	-1	0	desconocido	no
41	admin.	married	secundaria	no	2993	si	no	celular	22	jul	24	12	-1	0	desconocido	no
39	management	divorced	terciario	no	3575	no	si	celular	18	aug	74	3	-1	0	desconocido	no
38	blue-collar	married	secundaria	no	361	si	no	desconocido	11	jun	601	1	-1	0	desconocido	no
39	management	married	secundaria	no	1072	si	no	desconocido	27	may	1168	2	-1	0	desconocido	no
46	blue-collar	married	primaria	no	2904	no	no	celular	20	apr	277	2	-1	0	desconocido	no
50	entrepreneur	divorced	terciario	no	1790	no	si	celular	6	feb	748	3	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	86	si	no	desconocido	19	may	364	1	-1	0	desconocido	no
37	technician	married	secundaria	no	1633	si	no	desconocido	19	may	229	3	-1	0	desconocido	no
31	management	married	terciario	no	8312	no	no	celular	29	aug	43	13	-1	0	desconocido	no
34	blue-collar	divorced	desconocido	no	172	no	no	celular	15	jun	177	1	-1	0	desconocido	si
34	management	married	terciario	no	0	si	no	celular	7	aug	262	1	99	2	éxito	si
36	management	married	terciario	no	222	si	no	celular	6	may	317	1	169	2	fracaso	no
40	technician	married	secundaria	no	109	no	no	desconocido	20	jun	402	22	-1	0	desconocido	no
40	blue-collar	married	secundaria	no	1451	no	no	celular	1	jun	314	1	-1	0	desconocido	si
41	technician	married	secundaria	no	1066	no	no	celular	11	feb	109	3	-1	0	desconocido	si
52	management	married	terciario	no	3163	no	no	celular	25	aug	56	6	-1	0	desconocido	no
40	services	single	secundaria	no	888	si	no	desconocido	12	may	169	2	-1	0	desconocido	no
48	blue-collar	single	desconocido	no	428	si	no	celular	18	may	127	1	-1	0	desconocido	no
