EDAD	TRABAJO	PESOFIN	EDUCACION	EDUCACIONNUM	ESTADOCIV	OCUPACION	RELACION	RAZA	SEXO	CAPGANADO	CAPPERD	HORASEMA	PAISC	INGRESO
34	 Privado	304030	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
41	 Self-emp-not-inc	143129	 Bachelors	13	Divorciado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
53		135105	 Bachelors	13	Divorciado		 Not-in-family	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
31	 Privado	99928	 Masters	14	Casado-civil	 Prof-specialty	 Esposa	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
58	 State-gov	109567	 Doctorate	16	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	1	 Estados-Unidos	 >50K
38	 Privado	155222	 Some-college	10	Divorciado	 Machine-op-inspct	 Not-in-family	 Negra	 Femenino	0	0	28	 Estados-Unidos	 <=50K
24	 Privado	159567	 Some-college	10	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
41	 Local-gov	523910	 Bachelors	13	Casado-civil	 Craft-repair	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
47	 Privado	120939	 Some-college	10	Casado-civil	 Tech-support	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
41	 Federal-gov	130760	 Bachelors	13	Casado-civil	 Tech-support	 Esposo	 Blanca	 Masculino	0	0	24	 Estados-Unidos	 <=50K
23	 Privado	197387	 5th-6th	3	Casado-civil	 Transport-moving	 Other-relative	 Blanca	 Masculino	0	0	40	 Mexico	 <=50K
36	 Privado	99374	 Some-college	10	Divorciado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
40	 Federal-gov	56795	 Masters	14	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	14084	0	55	 Estados-Unidos	 >50K
35	 Privado	138992	 Masters	14	Casado-civil	 Prof-specialty	 Other-relative	 Blanca	 Masculino	7298	0	40	 Estados-Unidos	 >50K
24	 Self-emp-not-inc	32921	 HS-grad	9	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
26	 Privado	397317	 Masters	14	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	1876	40	 Estados-Unidos	 <=50K
19		170653	 HS-grad	9	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	40	 Italy	 <=50K
51	 Privado	259323	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
42	 Local-gov	254817	 Some-college	10	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	1340	40	 Estados-Unidos	 <=50K
37	 State-gov	48211	 HS-grad	9	Divorciado	 Adm-clerical	No-casado	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
18	 Privado	140164	 11th	7	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
36	 Privado	128757	 Bachelors	13	Casado-civil	 Other-service	 Esposo	 Negra	 Masculino	7298	0	36	 Estados-Unidos	 >50K
35	 Privado	36270	 HS-grad	9	Divorciado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
58	 Self-emp-inc	210563	 HS-grad	9	Casado-civil	 Sales	 Esposa	 Blanca	 Femenino	15024	0	35	 Estados-Unidos	 >50K
17	 Privado	65368	 11th	7	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Femenino	0	0	12	 Estados-Unidos	 <=50K
44	 Local-gov	160943	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
37	 Privado	208358	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
35	 Privado	153790	 Some-college	10	 Nunca-casado	 Sales	 Not-in-family	 Amer-Indian-Eskimo	 Femenino	0	0	40	 Estados-Unidos	 <=50K
60	 Privado	85815	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Asian-Pac-Islander	 Masculino	0	0	40	 Estados-Unidos	 <=50K
54	 Self-emp-inc	125417	 7th-8th	4	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
37	 Privado	635913	 Bachelors	13	 Nunca-casado	 Exec-magerial	 Not-in-family	 Negra	 Masculino	0	0	60	 Estados-Unidos	 >50K
50	 Privado	313321	 Assoc-acdm	12	Divorciado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
38	 Privado	182609	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	50	 Poland	 <=50K
45	 Privado	109434	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	55	 Estados-Unidos	 <=50K
25	 Privado	255004	 10th	6	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
31	 Privado	197860	 Some-college	10	Casado-civil	 Handlers-cleaners	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
64		187656	 1st-4th	2	Divorciado		 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
90	 Privado	51744	 HS-grad	9	 Nunca-casado	 Other-service	 Not-in-family	 Negra	 Masculino	0	2206	40	 Estados-Unidos	 <=50K
54	 Privado	176681	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Negra	 Masculino	0	0	20	 Estados-Unidos	 <=50K
53	 Local-gov	140359	 Preschool	1	 Nunca-casado	 Machine-op-inspct	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
18	 Privado	243313	 HS-grad	9	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
60		24215	 10th	6	Divorciado		 Not-in-family	 Amer-Indian-Eskimo	 Femenino	0	0	10	 Estados-Unidos	 <=50K
66	 Self-emp-not-inc	167687	 HS-grad	9	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	1409	0	50	 Estados-Unidos	 <=50K
75	 Privado	314209	 Assoc-voc	11	Viudo	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	20	 Columbia	 <=50K
65	 Privado	176796	 HS-grad	9	Divorciado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
35	 Privado	538583	 11th	7	Separado	 Transport-moving	 Not-in-family	 Negra	 Masculino	3674	0	40	 Estados-Unidos	 <=50K
41	 Privado	130408	 HS-grad	9	Divorciado	 Sales	No-casado	 Negra	 Femenino	0	0	38	 Estados-Unidos	 <=50K
25	 Privado	159732	 Some-college	10	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	42	 Estados-Unidos	 <=50K
33	 Privado	110978	 Some-college	10	Divorciado	 Craft-repair	 Other-relative	 Otra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
28	 Privado	76714	 Prof-school	15	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	55	 Estados-Unidos	 >50K
59	 State-gov	268700	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
40	 State-gov	170525	 Some-college	10	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	38	 Estados-Unidos	 <=50K
41	 Privado	180138	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Iran	 >50K
38	 Local-gov	115076	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	70	 Estados-Unidos	 >50K
23	 Privado	115458	 HS-grad	9	 Nunca-casado	 Transport-moving	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
40	 Privado	347890	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
41	 Self-emp-not-inc	196001	 HS-grad	9	Casado-civil	 Other-service	 Esposa	 Blanca	 Femenino	0	0	20	 Estados-Unidos	 <=50K
24	 State-gov	273905	 Assoc-acdm	12	Casado-civil	 Protective-serv	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
20		119156	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
38	 Privado	179488	 Some-college	10	Divorciado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	1741	40	 Estados-Unidos	 <=50K
56	 Privado	203580	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	35		 <=50K
58	 Privado	236596	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
32	 Privado	183916	 HS-grad	9	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	34	 Estados-Unidos	 <=50K
40	 Privado	207578	 Assoc-acdm	12	Casado-civil	 Tech-support	 Esposo	 Blanca	 Masculino	0	1977	60	 Estados-Unidos	 >50K
45	 Privado	153141	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40		 <=50K
41	 Privado	112763	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
42	 Privado	390781	 Bachelors	13	Casado-civil	 Adm-clerical	 Esposa	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
59	 Local-gov	171328	 10th	6	Viudo	 Other-service	No-casado	 Negra	 Femenino	0	0	30	 Estados-Unidos	 <=50K
19	 Local-gov	27382	 Some-college	10	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
58	 Privado	259014	 Some-college	10	 Nunca-casado	 Transport-moving	 Not-in-family	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
42	 Self-emp-not-inc	303044	 HS-grad	9	Casado-civil	 Farming-fishing	 Esposo	 Asian-Pac-Islander	 Masculino	0	0	40	 Cambodia	 >50K
20	 Privado	117789	 HS-grad	9	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
32	 Privado	172579	 HS-grad	9	Separado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	30	 Estados-Unidos	 <=50K
45	 Privado	187666	 Assoc-voc	11	Viudo	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	45	 Estados-Unidos	 <=50K
50	 Privado	204518	 7th-8th	4	Divorciado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
36	 Privado	150042	 Bachelors	13	Divorciado	 Prof-specialty	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	98092	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
17	 Privado	245918	 11th	7	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	12	 Estados-Unidos	 <=50K
59	 Privado	146013	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	4064	0	40	 Estados-Unidos	 <=50K
26	 Privado	378322	 11th	7	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
37	 Self-emp-inc	257295	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Asian-Pac-Islander	 Masculino	0	0	75	 Thailand	 >50K
19		218956	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	24	 Cada	 <=50K
64	 Privado	21174	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
33	 Privado	185480	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	45	 Estados-Unidos	 <=50K
33	 Privado	222205	 HS-grad	9	Casado-civil	 Craft-repair	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
61	 Privado	69867	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
17	 Privado	191260	 9th	5	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	1055	0	24	 Estados-Unidos	 <=50K
50	 Self-emp-not-inc	30653	 Masters	14	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	2407	0	98	 Estados-Unidos	 <=50K
27	 Local-gov	209109	 Masters	14	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Masculino	0	0	35	 Estados-Unidos	 <=50K
30	 Privado	70377	 HS-grad	9	Divorciado	 Prof-specialty	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
43	 Privado	477983	 HS-grad	9	Casado-civil	 Handlers-cleaners	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
44	 Privado	170924	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	7298	0	40	 Estados-Unidos	 >50K
35	 Privado	190174	 Some-college	10	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	193787	 Some-college	10	 Nunca-casado	 Tech-support	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
24	 Privado	279472	 Some-college	10	Casado-civil	 Machine-op-inspct	 Esposa	 Blanca	 Femenino	7298	0	48	 Estados-Unidos	 >50K
22	 Privado	34918	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	15	Alemania	 <=50K
42	 Local-gov	97688	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	5178	0	40	 Estados-Unidos	 >50K
34	 Privado	175413	 Assoc-acdm	12	Divorciado	 Sales	No-casado	 Negra	 Femenino	0	0	45	 Estados-Unidos	 <=50K
60	 Privado	173960	 Bachelors	13	Divorciado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	42	 Estados-Unidos	 <=50K
21	 Privado	205759	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
57	 Federal-gov	425161	 Masters	14	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	15024	0	40	 Estados-Unidos	 >50K
41	 Privado	220531	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
50	 Privado	176609	 Some-college	10	Divorciado	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
25	 Privado	371987	 Bachelors	13	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
50	 Privado	193884	 7th-8th	4	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Ecuador	 <=50K
36	 Privado	200352	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
31	 Privado	127595	 HS-grad	9	Divorciado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
29	 Local-gov	220419	 Bachelors	13	 Nunca-casado	 Protective-serv	 Not-in-family	 Blanca	 Masculino	0	0	56	 Estados-Unidos	 <=50K
21	 Privado	231931	 Some-college	10	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
27	 Privado	248402	 Bachelors	13	 Nunca-casado	 Tech-support	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
65	 Privado	111095	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	16	 Estados-Unidos	 <=50K
37	 Self-emp-inc	57424	 Bachelors	13	Divorciado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	60	 Estados-Unidos	 <=50K
39		157443	 Masters	14	Casado-civil		 Esposa	 Asian-Pac-Islander	 Femenino	3464	0	40		 <=50K
24	 Privado	278130	 HS-grad	9	 Nunca-casado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
38	 Privado	169469	 HS-grad	9	Divorciado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	80	 Estados-Unidos	 <=50K
48	 Privado	146268	 Bachelors	13	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	7688	0	40	 Estados-Unidos	 >50K
21	 Privado	153718	 Some-college	10	 Nunca-casado	 Other-service	 Not-in-family	 Asian-Pac-Islander	 Femenino	0	0	25	 Estados-Unidos	 <=50K
31	 Privado	217460	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
55	 Privado	238638	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	4386	0	40	 Estados-Unidos	 >50K
24	 Privado	303296	 Some-college	10	Casado-civil	 Adm-clerical	 Esposa	 Asian-Pac-Islander	 Femenino	0	0	40	 Laos	 <=50K
43	 Privado	173321	 HS-grad	9	Divorciado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
26	 Privado	193945	 Assoc-acdm	12	 Nunca-casado	 Tech-support	 Not-in-family	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
46	 Privado	83082	 Assoc-acdm	12	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	33	 Estados-Unidos	 <=50K
35	 Privado	193815	 Assoc-acdm	12	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
41	 Self-emp-inc	34987	 Some-college	10	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	54	 Estados-Unidos	 >50K
26	 Privado	59306	 Bachelors	13	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
34	 Privado	142897	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Asian-Pac-Islander	 Masculino	7298	0	35	 Taiwan	 >50K
19		860348	 Some-college	10	 Nunca-casado		Niño-propio	 Negra	 Femenino	0	0	25	 Estados-Unidos	 <=50K
36	 Self-emp-not-inc	205607	 Bachelors	13	Divorciado	 Prof-specialty	 Not-in-family	 Negra	 Femenino	0	0	40	 Estados-Unidos	 >50K
22	 Privado	199698	 Some-college	10	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Masculino	0	0	15	 Estados-Unidos	 <=50K
24	 Privado	191954	 Some-college	10	 Nunca-casado	 Machine-op-inspct	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
77	 Self-emp-not-inc	138714	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
22	 Privado	399087	 5th-6th	3	Casado-civil	 Machine-op-inspct	 Other-relative	 Blanca	 Femenino	0	0	40	 Mexico	 <=50K
29	 Privado	423158	 Some-college	10	 Nunca-casado	 Tech-support	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
62	 Privado	159841	 HS-grad	9	Viudo	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	24	 Estados-Unidos	 <=50K
39	 Self-emp-not-inc	174308	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
43	 Privado	50356	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	1485	50	 Estados-Unidos	 <=50K
35	 Privado	186110	 HS-grad	9	Divorciado	 Transport-moving	 Not-in-family	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
29	 Privado	200381	 11th	7	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
76	 Self-emp-not-inc	174309	 Masters	14	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	10	 Estados-Unidos	 <=50K
63	 Self-emp-not-inc	78383	 HS-grad	9	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
23		211601	 Assoc-voc	11	 Nunca-casado		Niño-propio	 Negra	 Femenino	0	0	15	 Estados-Unidos	 <=50K
43	 Privado	187728	 Some-college	10	Casado-civil	 Prof-specialty	 Esposa	 Blanca	 Femenino	0	1887	50	 Estados-Unidos	 >50K
58	 Self-emp-not-inc	321171	 HS-grad	9	Casado-civil	 Handlers-cleaners	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
66	 Privado	127921	 HS-grad	9	 Nunca-casado	 Transport-moving	 Not-in-family	 Blanca	 Masculino	2050	0	55	 Estados-Unidos	 <=50K
41	 Privado	206565	 Some-college	10	 Nunca-casado	 Craft-repair	 Not-in-family	 Negra	 Masculino	0	0	45	 Estados-Unidos	 <=50K
26	 Privado	224563	 Bachelors	13	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
47	 Privado	178686	 Assoc-voc	11	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
55	 Local-gov	98545	 10th	6	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
53	 Privado	242606	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
17	 Privado	270942	 5th-6th	3	 Nunca-casado	 Other-service	 Other-relative	 Blanca	 Masculino	0	0	48	 Mexico	 <=50K
30	 Privado	94235	 HS-grad	9	 Nunca-casado	 Craft-repair	 Other-relative	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
49	 Privado	71195	 Masters	14	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
19	 Privado	104112	 HS-grad	9	 Nunca-casado	 Sales	No-casado	 Negra	 Masculino	0	0	30	 Haiti	 <=50K
45	 Privado	261192	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
26	 Privado	94936	 Assoc-acdm	12	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
38	 Privado	296478	 Assoc-voc	11	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	7298	0	40	 Estados-Unidos	 >50K
36	 State-gov	119272	 HS-grad	9	Casado-civil	 Protective-serv	 Esposo	 Blanca	 Masculino	7298	0	40	 Estados-Unidos	 >50K
33	 Privado	85043	 HS-grad	9	 Nunca-casado	 Farming-fishing	 Not-in-family	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
22	 State-gov	293364	 Some-college	10	 Nunca-casado	 Protective-serv	Niño-propio	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
43	 Self-emp-not-inc	241895	 Bachelors	13	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	42	 Estados-Unidos	 <=50K
67		36135	 11th	7	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	8	 Estados-Unidos	 <=50K
30		151989	 Assoc-voc	11	Divorciado		No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
56	 Privado	101128	 Assoc-acdm	12	 Casado-conyuge-ausente	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	25	 Iran	 <=50K
31	 Privado	156464	 Bachelors	13	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Masculino	0	0	25	 Estados-Unidos	 <=50K
33	 Privado	117963	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
26	 Privado	192262	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
33	 Privado	111363	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
46	 Local-gov	329752	 11th	7	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	30	 Estados-Unidos	 <=50K
59		372020	 Bachelors	13	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
38	 Federal-gov	95432	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
65	 Privado	161400	 11th	7	Viudo	 Other-service	No-casado	 Otra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
40	 Privado	96129	 Assoc-voc	11	Casado-civil	 Tech-support	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
42	 Privado	111949	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
26	 Self-emp-not-inc	117125	 9th	5	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Portugal	 <=50K
36	 Privado	348022	 10th	6	Casado-civil	 Other-service	 Esposa	 Blanca	 Femenino	0	0	24	 Estados-Unidos	 <=50K
62	 Privado	270092	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
43	 Privado	180609	 Bachelors	13	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
43	 Privado	174575	 Bachelors	13	Divorciado	 Exec-magerial	 Not-in-family	 Blanca	 Masculino	0	1564	45	 Estados-Unidos	 >50K
22	 Privado	410439	 HS-grad	9	 Casado-conyuge-ausente	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	55	 Estados-Unidos	 <=50K
28	 Privado	92262	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
56	 Self-emp-not-inc	183081	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
22	 Privado	362589	 Assoc-acdm	12	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	15	 Estados-Unidos	 <=50K
57	 Privado	212448	 Bachelors	13	Divorciado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	45	 Estados-Unidos	 >50K
39	 Privado	481060	 HS-grad	9	Divorciado	 Sales	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
26	 Federal-gov	185885	 Some-college	10	 Nunca-casado	 Adm-clerical	No-casado	 Blanca	 Femenino	0	0	15	 Estados-Unidos	 <=50K
