Valoracion_credito	Edad	Ingresos	Tarjetas_credito	Educacion	Creditos_coche
Malo	26.11	Medio	5 o más	Universitario	1 o ninguno
Malo	27.81	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	30.07	Alto	5 o más	Universitario	2 o más
Malo	33.95	Medio	Menos de 5	Universitario	1 o ninguno
Malo	26.99	Bajo	5 o más	Bachillerato	2 o más
Malo	39.15	Bajo	5 o más	Bachillerato	2 o más
Malo	26.92	Medio	5 o más	Universitario	2 o más
Malo	37.66	Alto	5 o más	Bachillerato	2 o más
Malo	29.86	Medio	5 o más	Universitario	2 o más
Malo	30.33	Bajo	5 o más	Bachillerato	2 o más
Malo	24.53	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	20.95	Bajo	Menos de 5	Universitario	2 o más
Malo	20.59	Medio	5 o más	Universitario	2 o más
Malo	37.61	Alto	5 o más	Universitario	2 o más
Malo	36.61	Bajo	5 o más	Bachillerato	2 o más
Malo	24.20	Bajo	5 o más	Universitario	2 o más
Malo	22.92	Medio	5 o más	Bachillerato	1 o ninguno
Malo	29.50	Bajo	5 o más	Universitario	1 o ninguno
Malo	23.65	Bajo	5 o más	Universitario	2 o más
Malo	38.97	Medio	5 o más	Bachillerato	2 o más
Malo	21.52	Medio	Menos de 5	Universitario	1 o ninguno
Malo	34.83	Bajo	5 o más	Bachillerato	2 o más
Malo	33.72	Bajo	5 o más	Universitario	2 o más
Malo	31.11	Bajo	5 o más	Universitario	2 o más
Malo	39.40	Medio	5 o más	Bachillerato	2 o más
Malo	36.94	Medio	5 o más	Bachillerato	2 o más
Malo	37.67	Alto	5 o más	Bachillerato	1 o ninguno
Malo	21.33	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	20.50	Bajo	5 o más	Universitario	1 o ninguno
Malo	23.12	Medio	5 o más	Universitario	2 o más
Malo	22.96	Bajo	5 o más	Bachillerato	2 o más
Malo	37.60	Bajo	5 o más	Bachillerato	2 o más
Malo	29.02	Bajo	5 o más	Bachillerato	2 o más
Malo	26.96	Bajo	5 o más	Universitario	2 o más
Malo	40.33	Medio	5 o más	Bachillerato	2 o más
Malo	23.30	Medio	5 o más	Universitario	2 o más
Malo	27.85	Medio	5 o más	Universitario	2 o más
Malo	29.14	Medio	5 o más	Bachillerato	2 o más
Malo	25.05	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	22.19	Bajo	5 o más	Universitario	2 o más
Malo	22.72	Medio	5 o más	Universitario	2 o más
Malo	34.11	Medio	5 o más	Universitario	2 o más
Malo	32.62	Alto	Menos de 5	Bachillerato	1 o ninguno
Malo	24.05	Medio	5 o más	Bachillerato	2 o más
Malo	20.86	Medio	5 o más	Bachillerato	2 o más
Malo	28.01	Bajo	5 o más	Bachillerato	2 o más
Malo	23.84	Medio	5 o más	Universitario	1 o ninguno
Malo	28.81	Medio	5 o más	Bachillerato	2 o más
Malo	47.37	Medio	5 o más	Universitario	2 o más
Malo	24.72	Medio	5 o más	Universitario	2 o más
Malo	33.33	Alto	5 o más	Bachillerato	2 o más
Malo	32.40	Medio	5 o más	Bachillerato	2 o más
Malo	37.02	Alto	5 o más	Universitario	2 o más
Malo	35.22	Medio	5 o más	Bachillerato	2 o más
Malo	25.31	Bajo	5 o más	Universitario	2 o más
Malo	34.18	Alto	5 o más	Universitario	2 o más
Malo	43.28	Bajo	5 o más	Bachillerato	2 o más
Malo	26.91	Bajo	5 o más	Universitario	2 o más
Malo	30.09	Medio	Menos de 5	Universitario	1 o ninguno
Malo	48.19	Alto	5 o más	Universitario	1 o ninguno
Malo	33.85	Bajo	5 o más	Universitario	2 o más
Malo	32.42	Bajo	5 o más	Bachillerato	2 o más
Malo	34.23	Bajo	5 o más	Bachillerato	2 o más
Malo	26.23	Medio	5 o más	Universitario	2 o más
Malo	22.59	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	21.57	Medio	5 o más	Universitario	2 o más
Malo	29.03	Bajo	5 o más	Universitario	2 o más
Malo	28.23	Medio	5 o más	Bachillerato	2 o más
Malo	26.41	Medio	5 o más	Universitario	2 o más
Malo	28.13	Medio	5 o más	Universitario	2 o más
Malo	27.30	Medio	5 o más	Bachillerato	2 o más
Malo	32.68	Bajo	5 o más	Bachillerato	2 o más
Malo	39.17	Alto	5 o más	Universitario	2 o más
Malo	44.46	Bajo	5 o más	Bachillerato	2 o más
Malo	28.21	Medio	5 o más	Bachillerato	2 o más
Malo	37.56	Medio	5 o más	Bachillerato	1 o ninguno
Malo	41.70	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	29.96	Bajo	5 o más	Bachillerato	2 o más
Malo	26.81	Bajo	5 o más	Bachillerato	2 o más
Malo	47.55	Alto	5 o más	Bachillerato	2 o más
Malo	36.92	Bajo	5 o más	Bachillerato	2 o más
Malo	21.10	Bajo	5 o más	Bachillerato	2 o más
Malo	40.12	Medio	5 o más	Bachillerato	2 o más
Malo	42.72	Bajo	5 o más	Universitario	2 o más
Malo	20.87	Medio	5 o más	Universitario	2 o más
Malo	22.56	Bajo	5 o más	Bachillerato	2 o más
Malo	30.41	Bajo	5 o más	Bachillerato	2 o más
Malo	22.93	Bajo	5 o más	Bachillerato	2 o más
Malo	40.12	Bajo	5 o más	Universitario	2 o más
Malo	26.94	Bajo	5 o más	Bachillerato	2 o más
Malo	20.36	Medio	5 o más	Bachillerato	2 o más
Malo	22.15	Bajo	5 o más	Universitario	2 o más
Malo	29.72	Bajo	5 o más	Universitario	2 o más
Malo	24.87	Bajo	5 o más	Universitario	2 o más
Malo	27.49	Bajo	5 o más	Universitario	2 o más
Malo	35.60	Bajo	5 o más	Universitario	2 o más
Malo	29.77	Medio	5 o más	Bachillerato	2 o más
Malo	34.26	Medio	Menos de 5	Universitario	1 o ninguno
Malo	29.94	Medio	5 o más	Universitario	2 o más
Malo	37.75	Medio	5 o más	Universitario	2 o más
Malo	36.83	Bajo	5 o más	Bachillerato	2 o más
Malo	27.93	Medio	5 o más	Bachillerato	2 o más
Malo	38.40	Bajo	5 o más	Bachillerato	2 o más
Malo	35.56	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	36.23	Medio	5 o más	Bachillerato	2 o más
Malo	36.73	Bajo	5 o más	Universitario	2 o más
Malo	30.62	Bajo	5 o más	Universitario	2 o más
Malo	28.46	Medio	5 o más	Bachillerato	1 o ninguno
Malo	29.11	Medio	5 o más	Universitario	2 o más
Malo	32.43	Medio	5 o más	Bachillerato	1 o ninguno
Malo	34.08	Bajo	5 o más	Bachillerato	2 o más
Malo	31.75	Bajo	5 o más	Bachillerato	2 o más
Malo	31.98	Medio	5 o más	Bachillerato	1 o ninguno
Malo	20.17	Bajo	5 o más	Universitario	2 o más
Malo	23.06	Medio	5 o más	Universitario	2 o más
Malo	36.40	Medio	5 o más	Bachillerato	2 o más
Malo	38.61	Bajo	5 o más	Universitario	2 o más
Malo	29.49	Alto	Menos de 5	Universitario	1 o ninguno
Malo	31.04	Bajo	5 o más	Bachillerato	2 o más
Malo	32.42	Medio	5 o más	Universitario	2 o más
Malo	34.39	Medio	5 o más	Bachillerato	2 o más
Malo	24.31	Medio	5 o más	Universitario	2 o más
Malo	53.82	Medio	5 o más	Universitario	2 o más
Malo	23.29	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	29.08	Bajo	Menos de 5	Bachillerato	1 o ninguno
Malo	38.27	Alto	5 o más	Universitario	2 o más
Malo	37.86	Bajo	5 o más	Bachillerato	2 o más
Malo	20.01	Medio	5 o más	Bachillerato	2 o más
Malo	20.31	Medio	5 o más	Universitario	2 o más
Malo	26.66	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	38.84	Bajo	5 o más	Bachillerato	2 o más
Malo	35.18	Medio	5 o más	Universitario	2 o más
Malo	27.77	Medio	5 o más	Bachillerato	2 o más
Malo	28.90	Medio	5 o más	Bachillerato	2 o más
Malo	32.76	Alto	5 o más	Universitario	2 o más
Malo	23.04	Medio	5 o más	Bachillerato	2 o más
Malo	21.97	Alto	Menos de 5	Universitario	1 o ninguno
Malo	36.62	Bajo	5 o más	Bachillerato	2 o más
Malo	41.59	Medio	5 o más	Bachillerato	2 o más
Malo	20.20	Bajo	5 o más	Universitario	1 o ninguno
Malo	29.11	Alto	5 o más	Bachillerato	1 o ninguno
Malo	27.31	Medio	5 o más	Bachillerato	2 o más
Malo	50.12	Bajo	5 o más	Bachillerato	2 o más
Malo	36.05	Bajo	5 o más	Bachillerato	2 o más
Malo	30.76	Bajo	5 o más	Universitario	1 o ninguno
Malo	20.49	Medio	5 o más	Universitario	2 o más
Malo	30.79	Bajo	5 o más	Bachillerato	2 o más
Malo	25.50	Medio	5 o más	Universitario	2 o más
Malo	20.87	Bajo	5 o más	Universitario	2 o más
Malo	26.96	Bajo	5 o más	Bachillerato	2 o más
Malo	34.04	Bajo	5 o más	Bachillerato	2 o más
Malo	21.18	Bajo	5 o más	Bachillerato	2 o más
Malo	27.38	Bajo	5 o más	Bachillerato	2 o más
Malo	37.57	Medio	5 o más	Universitario	2 o más
Malo	35.76	Bajo	5 o más	Bachillerato	2 o más
Malo	27.14	Bajo	5 o más	Universitario	2 o más
Malo	30.25	Medio	5 o más	Universitario	2 o más
Malo	34.67	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	29.49	Bajo	5 o más	Bachillerato	2 o más
Malo	28.61	Medio	5 o más	Bachillerato	2 o más
Malo	24.76	Bajo	5 o más	Bachillerato	2 o más
Malo	29.58	Alto	5 o más	Bachillerato	2 o más
Malo	27.84	Medio	5 o más	Bachillerato	2 o más
Malo	21.70	Medio	5 o más	Bachillerato	2 o más
Malo	33.11	Bajo	5 o más	Universitario	2 o más
Malo	24.60	Alto	5 o más	Universitario	2 o más
Malo	26.52	Alto	5 o más	Bachillerato	2 o más
Malo	22.59	Medio	5 o más	Universitario	2 o más
Malo	30.89	Bajo	5 o más	Bachillerato	2 o más
Malo	44.20	Bajo	5 o más	Bachillerato	2 o más
Malo	24.49	Bajo	5 o más	Universitario	2 o más
Malo	21.11	Medio	5 o más	Bachillerato	2 o más
Malo	24.12	Medio	5 o más	Universitario	2 o más
Malo	36.89	Medio	5 o más	Universitario	2 o más
Malo	32.17	Bajo	5 o más	Bachillerato	2 o más
Malo	24.55	Medio	5 o más	Bachillerato	2 o más
Malo	34.05	Medio	5 o más	Universitario	2 o más
Malo	33.58	Medio	5 o más	Bachillerato	2 o más
Malo	27.33	Bajo	5 o más	Universitario	2 o más
Malo	21.05	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	29.30	Bajo	5 o más	Bachillerato	2 o más
Malo	26.09	Medio	5 o más	Universitario	2 o más
Malo	42.47	Medio	5 o más	Universitario	2 o más
Malo	23.29	Bajo	5 o más	Bachillerato	2 o más
Malo	27.46	Bajo	5 o más	Universitario	2 o más
Malo	20.21	Medio	5 o más	Universitario	2 o más
Malo	27.31	Bajo	Menos de 5	Bachillerato	1 o ninguno
Malo	24.05	Bajo	5 o más	Universitario	2 o más
Malo	27.65	Bajo	5 o más	Universitario	1 o ninguno
Malo	35.27	Bajo	5 o más	Universitario	2 o más
Malo	25.67	Alto	5 o más	Bachillerato	2 o más
Malo	20.48	Medio	5 o más	Universitario	1 o ninguno
Malo	41.62	Medio	5 o más	Bachillerato	2 o más
Malo	40.80	Medio	5 o más	Universitario	2 o más
Malo	21.77	Medio	5 o más	Universitario	2 o más
Malo	33.21	Medio	5 o más	Universitario	2 o más
Malo	26.09	Medio	5 o más	Bachillerato	2 o más
Malo	25.99	Bajo	5 o más	Universitario	2 o más
Malo	28.82	Medio	5 o más	Universitario	2 o más
Malo	29.81	Bajo	5 o más	Bachillerato	2 o más
Malo	26.96	Medio	5 o más	Universitario	2 o más
Malo	27.70	Alto	5 o más	Universitario	2 o más
Malo	36.23	Medio	5 o más	Bachillerato	2 o más
Malo	40.65	Medio	5 o más	Universitario	1 o ninguno
Malo	23.78	Medio	5 o más	Universitario	2 o más
Malo	29.41	Bajo	5 o más	Universitario	2 o más
Malo	29.95	Bajo	5 o más	Universitario	2 o más
Malo	51.28	Bajo	5 o más	Universitario	2 o más
Malo	30.41	Bajo	5 o más	Bachillerato	2 o más
Malo	21.26	Medio	5 o más	Universitario	2 o más
Malo	20.62	Bajo	Menos de 5	Bachillerato	2 o más
Malo	32.60	Bajo	5 o más	Bachillerato	2 o más
Malo	37.79	Alto	5 o más	Bachillerato	2 o más
Malo	40.23	Bajo	5 o más	Universitario	2 o más
Malo	33.95	Medio	5 o más	Universitario	2 o más
Malo	25.98	Medio	Menos de 5	Universitario	1 o ninguno
Malo	23.96	Bajo	5 o más	Bachillerato	2 o más
Malo	26.86	Medio	5 o más	Universitario	2 o más
Malo	24.38	Medio	5 o más	Universitario	2 o más
Malo	33.98	Alto	5 o más	Bachillerato	1 o ninguno
Malo	22.18	Medio	5 o más	Universitario	2 o más
Malo	46.54	Medio	5 o más	Universitario	2 o más
Malo	33.71	Medio	5 o más	Universitario	2 o más
Malo	25.01	Alto	5 o más	Universitario	2 o más
Malo	29.02	Bajo	5 o más	Universitario	2 o más
Malo	31.35	Medio	5 o más	Universitario	1 o ninguno
Malo	24.14	Bajo	5 o más	Bachillerato	2 o más
Malo	25.84	Medio	5 o más	Universitario	2 o más
Malo	40.04	Medio	5 o más	Universitario	2 o más
Malo	47.44	Medio	5 o más	Universitario	2 o más
Malo	40.99	Bajo	5 o más	Universitario	2 o más
Malo	46.48	Bajo	5 o más	Universitario	2 o más
Malo	21.38	Medio	5 o más	Bachillerato	2 o más
Malo	22.17	Bajo	5 o más	Bachillerato	2 o más
Malo	31.39	Bajo	5 o más	Universitario	2 o más
Malo	35.33	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	27.96	Bajo	5 o más	Universitario	2 o más
Malo	20.56	Bajo	5 o más	Universitario	2 o más
Malo	26.40	Bajo	5 o más	Bachillerato	2 o más
Malo	43.92	Bajo	5 o más	Bachillerato	2 o más
Malo	33.65	Medio	Menos de 5	Universitario	1 o ninguno
Malo	22.53	Medio	5 o más	Universitario	2 o más
Malo	25.53	Medio	5 o más	Bachillerato	2 o más
Malo	26.07	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	26.77	Medio	5 o más	Universitario	2 o más
Malo	20.49	Bajo	5 o más	Universitario	2 o más
Malo	33.13	Medio	5 o más	Universitario	2 o más
Malo	42.00	Bajo	5 o más	Bachillerato	2 o más
Malo	27.99	Medio	5 o más	Universitario	2 o más
Malo	36.36	Bajo	5 o más	Universitario	2 o más
Malo	23.51	Medio	5 o más	Bachillerato	2 o más
Malo	23.32	Medio	5 o más	Bachillerato	2 o más
Malo	23.26	Medio	5 o más	Universitario	2 o más
Malo	27.38	Medio	5 o más	Bachillerato	2 o más
Malo	36.42	Bajo	5 o más	Bachillerato	2 o más
Malo	34.32	Medio	5 o más	Bachillerato	2 o más
Malo	30.59	Bajo	5 o más	Universitario	2 o más
Malo	27.94	Medio	5 o más	Bachillerato	2 o más
Malo	35.46	Medio	5 o más	Bachillerato	2 o más
Malo	23.89	Medio	5 o más	Bachillerato	2 o más
Malo	30.60	Medio	5 o más	Universitario	2 o más
Malo	29.35	Bajo	5 o más	Bachillerato	2 o más
Malo	22.18	Bajo	Menos de 5	Bachillerato	2 o más
Malo	21.15	Bajo	5 o más	Universitario	2 o más
Malo	38.19	Alto	5 o más	Bachillerato	2 o más
Malo	33.55	Bajo	5 o más	Bachillerato	2 o más
Malo	33.15	Medio	5 o más	Universitario	2 o más
Malo	24.45	Bajo	5 o más	Bachillerato	2 o más
Malo	20.93	Medio	5 o más	Bachillerato	2 o más
Malo	31.16	Medio	5 o más	Universitario	2 o más
Malo	24.74	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	42.76	Bajo	5 o más	Universitario	2 o más
Malo	21.01	Bajo	5 o más	Bachillerato	2 o más
Malo	32.16	Bajo	5 o más	Universitario	2 o más
Malo	29.44	Medio	5 o más	Universitario	2 o más
Malo	29.53	Alto	5 o más	Universitario	2 o más
Malo	20.12	Medio	5 o más	Bachillerato	2 o más
Malo	41.63	Bajo	5 o más	Universitario	2 o más
Malo	34.84	Bajo	5 o más	Bachillerato	2 o más
Malo	39.27	Medio	5 o más	Bachillerato	2 o más
Malo	37.61	Bajo	5 o más	Universitario	2 o más
Malo	24.77	Medio	5 o más	Bachillerato	2 o más
Malo	25.86	Bajo	5 o más	Bachillerato	2 o más
Malo	24.91	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	21.84	Medio	5 o más	Bachillerato	2 o más
Malo	35.90	Medio	5 o más	Universitario	2 o más
Malo	34.17	Bajo	5 o más	Universitario	2 o más
Malo	25.81	Medio	5 o más	Universitario	2 o más
Malo	20.03	Medio	5 o más	Universitario	2 o más
Malo	40.10	Bajo	5 o más	Bachillerato	2 o más
Malo	26.39	Medio	5 o más	Bachillerato	2 o más
Malo	23.95	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	39.81	Bajo	5 o más	Universitario	2 o más
Malo	41.30	Bajo	5 o más	Universitario	2 o más
Malo	27.56	Medio	5 o más	Bachillerato	2 o más
Malo	20.00	Medio	5 o más	Universitario	1 o ninguno
Malo	22.96	Bajo	5 o más	Universitario	2 o más
Malo	24.83	Medio	5 o más	Bachillerato	2 o más
Malo	26.72	Medio	5 o más	Bachillerato	2 o más
Malo	22.17	Bajo	5 o más	Bachillerato	2 o más
Malo	20.27	Medio	5 o más	Bachillerato	2 o más
Malo	45.04	Medio	5 o más	Universitario	2 o más
Malo	38.97	Medio	5 o más	Universitario	2 o más
Malo	33.88	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	29.30	Alto	5 o más	Bachillerato	1 o ninguno
Malo	20.88	Bajo	5 o más	Universitario	2 o más
Malo	34.09	Medio	5 o más	Universitario	1 o ninguno
Malo	25.68	Bajo	5 o más	Universitario	2 o más
Malo	33.74	Medio	Menos de 5	Universitario	1 o ninguno
Malo	37.54	Medio	5 o más	Universitario	2 o más
Malo	36.29	Medio	5 o más	Bachillerato	2 o más
Malo	22.09	Medio	5 o más	Bachillerato	2 o más
Malo	22.01	Bajo	5 o más	Universitario	2 o más
Malo	35.00	Bajo	5 o más	Universitario	2 o más
Malo	22.14	Bajo	5 o más	Universitario	2 o más
Malo	38.89	Medio	5 o más	Universitario	2 o más
Malo	20.94	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	25.98	Medio	5 o más	Bachillerato	2 o más
Malo	30.27	Bajo	5 o más	Universitario	2 o más
Malo	34.54	Bajo	5 o más	Bachillerato	2 o más
Malo	32.54	Medio	5 o más	Universitario	1 o ninguno
Malo	26.78	Medio	5 o más	Bachillerato	1 o ninguno
Malo	31.07	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	25.38	Bajo	5 o más	Bachillerato	2 o más
Malo	27.61	Alto	5 o más	Bachillerato	2 o más
Malo	23.86	Bajo	5 o más	Bachillerato	2 o más
Malo	21.42	Medio	5 o más	Bachillerato	2 o más
Malo	34.98	Medio	5 o más	Universitario	2 o más
Malo	31.74	Bajo	5 o más	Universitario	2 o más
Malo	31.06	Bajo	5 o más	Bachillerato	2 o más
Malo	24.95	Medio	Menos de 5	Universitario	1 o ninguno
Malo	37.86	Medio	5 o más	Bachillerato	2 o más
Malo	22.18	Alto	5 o más	Universitario	1 o ninguno
Malo	24.25	Bajo	5 o más	Universitario	2 o más
Malo	24.17	Medio	5 o más	Bachillerato	1 o ninguno
Malo	44.11	Bajo	5 o más	Bachillerato	2 o más
Malo	41.43	Bajo	5 o más	Bachillerato	2 o más
Malo	24.86	Bajo	5 o más	Universitario	2 o más
Malo	22.71	Medio	5 o más	Universitario	2 o más
Malo	23.34	Alto	5 o más	Bachillerato	2 o más
Malo	24.02	Alto	5 o más	Universitario	2 o más
Malo	47.97	Bajo	5 o más	Bachillerato	2 o más
Malo	20.31	Medio	5 o más	Bachillerato	2 o más
Malo	46.56	Bajo	5 o más	Bachillerato	2 o más
Malo	25.95	Bajo	5 o más	Bachillerato	2 o más
Malo	32.27	Bajo	5 o más	Universitario	2 o más
Malo	23.86	Bajo	5 o más	Universitario	2 o más
Malo	26.58	Alto	5 o más	Bachillerato	1 o ninguno
Malo	33.83	Medio	5 o más	Bachillerato	2 o más
Malo	29.48	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	24.92	Medio	5 o más	Universitario	2 o más
Malo	27.18	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	27.79	Alto	5 o más	Universitario	2 o más
Malo	26.97	Alto	5 o más	Universitario	2 o más
Malo	28.98	Bajo	5 o más	Bachillerato	2 o más
Malo	22.73	Medio	5 o más	Universitario	2 o más
Malo	21.85	Medio	5 o más	Universitario	2 o más
Malo	30.80	Medio	5 o más	Universitario	2 o más
Malo	21.34	Bajo	5 o más	Universitario	2 o más
Malo	23.98	Bajo	5 o más	Bachillerato	2 o más
Malo	20.97	Medio	5 o más	Bachillerato	2 o más
Malo	22.73	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	26.96	Alto	5 o más	Universitario	2 o más
Malo	29.42	Bajo	5 o más	Bachillerato	2 o más
Malo	38.15	Medio	5 o más	Bachillerato	2 o más
Malo	30.38	Medio	5 o más	Bachillerato	2 o más
Malo	24.59	Medio	5 o más	Universitario	2 o más
Malo	23.25	Medio	5 o más	Universitario	2 o más
Malo	26.72	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	28.76	Bajo	5 o más	Universitario	2 o más
Malo	28.67	Medio	Menos de 5	Universitario	1 o ninguno
Malo	24.54	Bajo	5 o más	Universitario	2 o más
Malo	35.47	Alto	5 o más	Universitario	2 o más
Malo	22.39	Bajo	5 o más	Bachillerato	2 o más
Malo	27.89	Bajo	5 o más	Universitario	2 o más
Malo	31.89	Bajo	5 o más	Universitario	2 o más
Malo	21.28	Medio	5 o más	Bachillerato	2 o más
Malo	40.64	Alto	5 o más	Bachillerato	2 o más
Malo	31.62	Bajo	5 o más	Bachillerato	2 o más
Malo	29.25	Medio	5 o más	Bachillerato	2 o más
Malo	27.63	Alto	5 o más	Bachillerato	2 o más
Malo	37.19	Medio	5 o más	Bachillerato	2 o más
Malo	24.56	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	24.88	Bajo	5 o más	Bachillerato	2 o más
Malo	22.75	Alto	5 o más	Universitario	2 o más
Malo	24.56	Medio	5 o más	Universitario	2 o más
Malo	32.31	Bajo	5 o más	Universitario	2 o más
Malo	22.06	Medio	5 o más	Universitario	2 o más
Malo	26.68	Bajo	5 o más	Bachillerato	2 o más
Malo	27.51	Medio	5 o más	Bachillerato	2 o más
Malo	43.87	Medio	5 o más	Universitario	2 o más
Malo	22.61	Medio	5 o más	Universitario	2 o más
Malo	36.36	Medio	5 o más	Bachillerato	2 o más
Malo	25.69	Bajo	5 o más	Bachillerato	2 o más
Malo	36.36	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	35.69	Alto	5 o más	Universitario	2 o más
Malo	36.77	Medio	5 o más	Universitario	2 o más
Malo	24.47	Bajo	5 o más	Bachillerato	2 o más
Malo	46.76	Medio	5 o más	Universitario	2 o más
Malo	22.91	Bajo	5 o más	Universitario	2 o más
Malo	23.26	Bajo	5 o más	Universitario	2 o más
Malo	28.46	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	24.83	Bajo	5 o más	Universitario	2 o más
Malo	25.57	Medio	5 o más	Universitario	2 o más
Malo	20.02	Medio	5 o más	Universitario	2 o más
Malo	30.76	Medio	5 o más	Universitario	2 o más
Malo	33.10	Bajo	5 o más	Bachillerato	2 o más
Malo	22.63	Bajo	5 o más	Bachillerato	2 o más
Malo	21.15	Bajo	5 o más	Bachillerato	2 o más
Malo	23.50	Bajo	Menos de 5	Bachillerato	1 o ninguno
Malo	23.97	Alto	5 o más	Universitario	2 o más
Malo	20.79	Bajo	5 o más	Universitario	2 o más
Malo	28.93	Alto	5 o más	Universitario	2 o más
Malo	20.52	Bajo	5 o más	Universitario	2 o más
Malo	27.21	Medio	5 o más	Universitario	1 o ninguno
Malo	34.75	Bajo	5 o más	Universitario	2 o más
Malo	26.13	Medio	5 o más	Universitario	2 o más
Malo	24.61	Medio	5 o más	Bachillerato	2 o más
Malo	20.49	Bajo	5 o más	Universitario	2 o más
Malo	29.01	Bajo	5 o más	Bachillerato	2 o más
Malo	23.38	Medio	5 o más	Universitario	2 o más
Malo	28.85	Alto	5 o más	Bachillerato	2 o más
Malo	21.15	Bajo	5 o más	Universitario	2 o más
Malo	26.40	Alto	5 o más	Universitario	2 o más
Malo	24.89	Medio	5 o más	Universitario	2 o más
Malo	27.19	Medio	5 o más	Universitario	2 o más
Malo	30.92	Medio	5 o más	Bachillerato	2 o más
Malo	41.79	Bajo	5 o más	Bachillerato	2 o más
Malo	33.73	Medio	5 o más	Universitario	2 o más
Malo	39.26	Bajo	5 o más	Universitario	2 o más
Malo	38.45	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	41.05	Medio	5 o más	Bachillerato	2 o más
Malo	22.72	Medio	5 o más	Universitario	2 o más
Malo	23.16	Medio	5 o más	Universitario	2 o más
Malo	22.84	Bajo	5 o más	Bachillerato	2 o más
Malo	30.57	Medio	5 o más	Universitario	2 o más
Malo	29.79	Bajo	5 o más	Bachillerato	2 o más
Malo	51.58	Bajo	5 o más	Universitario	2 o más
Malo	22.33	Medio	5 o más	Universitario	2 o más
Malo	37.85	Medio	5 o más	Universitario	2 o más
Malo	35.94	Medio	5 o más	Universitario	2 o más
Malo	33.40	Alto	5 o más	Universitario	2 o más
Malo	23.29	Medio	5 o más	Bachillerato	2 o más
Malo	42.43	Bajo	5 o más	Bachillerato	2 o más
Malo	30.69	Bajo	5 o más	Universitario	2 o más
Malo	29.56	Medio	5 o más	Bachillerato	2 o más
Malo	37.31	Bajo	Menos de 5	Bachillerato	1 o ninguno
Malo	28.27	Bajo	5 o más	Universitario	2 o más
Malo	30.66	Medio	5 o más	Universitario	2 o más
Malo	24.89	Bajo	5 o más	Universitario	2 o más
Malo	30.93	Alto	5 o más	Bachillerato	2 o más
Malo	26.30	Medio	5 o más	Universitario	2 o más
Malo	26.28	Bajo	5 o más	Bachillerato	2 o más
Malo	47.66	Bajo	5 o más	Bachillerato	2 o más
Malo	42.85	Bajo	5 o más	Bachillerato	2 o más
Malo	22.73	Bajo	5 o más	Universitario	2 o más
Malo	30.81	Bajo	5 o más	Bachillerato	2 o más
Malo	31.60	Alto	5 o más	Bachillerato	2 o más
Malo	27.40	Bajo	5 o más	Universitario	2 o más
Malo	31.85	Alto	5 o más	Bachillerato	1 o ninguno
Malo	31.37	Medio	5 o más	Bachillerato	2 o más
Malo	25.58	Medio	5 o más	Bachillerato	2 o más
Malo	25.65	Medio	5 o más	Bachillerato	2 o más
Malo	29.75	Bajo	Menos de 5	Bachillerato	1 o ninguno
Malo	20.37	Bajo	5 o más	Universitario	2 o más
Malo	25.63	Medio	5 o más	Universitario	1 o ninguno
Malo	34.00	Bajo	5 o más	Bachillerato	2 o más
Malo	26.71	Bajo	5 o más	Universitario	2 o más
Malo	32.91	Alto	5 o más	Universitario	1 o ninguno
Malo	36.28	Medio	5 o más	Bachillerato	2 o más
Malo	29.28	Medio	5 o más	Bachillerato	2 o más
Malo	34.26	Alto	Menos de 5	Universitario	1 o ninguno
Malo	27.49	Bajo	5 o más	Bachillerato	2 o más
Malo	23.65	Alto	Menos de 5	Bachillerato	2 o más
Malo	20.31	Bajo	5 o más	Bachillerato	2 o más
Malo	26.43	Bajo	5 o más	Universitario	2 o más
Malo	40.62	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	20.91	Medio	5 o más	Universitario	2 o más
Malo	30.03	Alto	5 o más	Universitario	2 o más
Malo	21.95	Medio	5 o más	Universitario	2 o más
